isced11,isco08,mgstatus,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,Percentage
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,First Generation Immigrant,Y20-64,F,THS_PER,Sweden,2022,13.0,unknown,1.88
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,First Generation Immigrant,Y20-64,F,THS_PER,Slovenia,2022,2.3,u,0.33
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,First Generation Immigrant,Y20-64,M,THS_PER,Austria,2022,24.1,unknown,3.99
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,First Generation Immigrant,Y20-64,M,THS_PER,Belgium,2022,15.4,unknown,2.55
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,First Generation Immigrant,Y20-64,M,THS_PER,Switzerland,2022,33.3,unknown,5.51
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,First Generation Immigrant,Y20-64,M,THS_PER,Cyprus,2022,1.4,u,0.23
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,First Generation Immigrant,Y20-64,M,THS_PER,Czechia,2022,12.2,unknown,2.02
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,First Generation Immigrant,Y20-64,M,THS_PER,Germany,2022,191.7,unknown,31.72
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,First Generation Immigrant,Y20-64,M,THS_PER,Denmark,2022,9.1,unknown,1.51
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,First Generation Immigrant,Y20-64,M,THS_PER,Estonia,2022,1.2,u,0.2
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,First Generation Immigrant,Y20-64,M,THS_PER,Greece,2022,2.7,u,0.45
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,First Generation Immigrant,Y20-64,M,THS_PER,Spain,2022,54.6,d,9.04
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,First Generation Immigrant,Y20-64,M,THS_PER,Finland,2022,8.1,unknown,1.34
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,First Generation Immigrant,Y20-64,M,THS_PER,France,2022,60.6,d,10.03
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,First Generation Immigrant,Y20-64,M,THS_PER,Croatia,2022,4.7,u,0.78
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,First Generation Immigrant,Y20-64,M,THS_PER,Hungary,2022,3.2,u,0.53
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,First Generation Immigrant,Y20-64,M,THS_PER,Ireland,2022,14.9,unknown,2.47
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,First Generation Immigrant,Y20-64,M,THS_PER,Italy,2022,66.7,unknown,11.04
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,First Generation Immigrant,Y20-64,M,THS_PER,Luxembourg,2022,4.1,unknown,0.68
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,First Generation Immigrant,Y20-64,M,THS_PER,Malta,2022,5.5,unknown,0.91
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,First Generation Immigrant,Y20-64,M,THS_PER,Netherlands,2022,29.5,unknown,4.88
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,First Generation Immigrant,Y20-64,M,THS_PER,Norway,2022,9.1,u,1.51
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,First Generation Immigrant,Y20-64,M,THS_PER,Portugal,2022,17.4,unknown,2.88
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,First Generation Immigrant,Y20-64,M,THS_PER,Serbia,2022,6.2,unknown,1.03
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,First Generation Immigrant,Y20-64,M,THS_PER,Sweden,2022,25.7,unknown,4.25
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,First Generation Immigrant,Y20-64,M,THS_PER,Slovenia,2022,2.9,u,0.48
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Austria,2022,156.8,unknown,2.24
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Belgium,2022,74.3,unknown,1.06
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Bulgaria,2022,45.1,unknown,0.65
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Switzerland,2022,153.1,unknown,2.19
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Cyprus,2022,4.5,unknown,0.06
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Czechia,2022,233.3,unknown,3.34
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Germany,2022,2538.8,unknown,36.34
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Denmark,2022,98.8,unknown,1.41
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Estonia,2022,19.0,unknown,0.27
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Greece,2022,42.0,unknown,0.6
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Spain,2022,173.4,d,2.48
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Finland,2022,63.6,unknown,0.91
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,France,2022,859.1,d,12.3
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Croatia,2022,59.9,unknown,0.86
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Hungary,2022,236.8,unknown,3.39
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Ireland,2022,35.2,unknown,0.5
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Iceland,2022,5.8,unknown,0.08
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Italy,2022,621.5,unknown,8.9
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Lithuania,2022,17.6,unknown,0.25
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Luxembourg,2022,8.9,unknown,0.13
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Latvia,2022,19.8,unknown,0.28
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Malta,2022,6.5,unknown,0.09
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Netherlands,2022,369.8,unknown,5.29
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Norway,2022,40.3,unknown,0.58
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Poland,2022,463.4,unknown,6.63
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Portugal,2022,93.1,unknown,1.33
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Romania,2022,180.2,unknown,2.58
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Serbia,2022,100.0,unknown,1.43
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Sweden,2022,138.8,unknown,1.99
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Slovenia,2022,27.6,unknown,0.4
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,F,THS_PER,Slovakia,2022,98.4,unknown,1.41
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Austria,2022,196.1,unknown,2.67
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Belgium,2022,114.2,unknown,1.56
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Bulgaria,2022,77.5,unknown,1.06
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Switzerland,2022,121.1,unknown,1.65
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Cyprus,2022,8.8,unknown,0.12
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Czechia,2022,343.6,unknown,4.68
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Germany,2022,1513.1,unknown,20.63
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Denmark,2022,149.6,unknown,2.04
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Estonia,2022,26.4,unknown,0.36
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Greece,2022,62.3,unknown,0.85
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Spain,2022,330.4,d,4.5
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Finland,2022,82.6,unknown,1.13
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,France,2022,745.0,d,10.16
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Croatia,2022,67.5,unknown,0.92
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Hungary,2022,163.3,unknown,2.23
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Ireland,2022,26.9,unknown,0.37
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Iceland,2022,6.6,unknown,0.09
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Italy,2022,1380.9,unknown,18.82
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Lithuania,2022,22.6,unknown,0.31
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Luxembourg,2022,9.7,unknown,0.13
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Latvia,2022,22.7,unknown,0.31
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Malta,2022,9.5,unknown,0.13
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Netherlands,2022,319.4,unknown,4.35
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Norway,2022,87.2,unknown,1.19
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Poland,2022,673.2,unknown,9.18
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Portugal,2022,140.0,unknown,1.91
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Romania,2022,168.3,unknown,2.29
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Serbia,2022,78.3,unknown,1.07
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Sweden,2022,219.8,unknown,3.0
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Slovenia,2022,41.4,unknown,0.56
Upper secondary and post-secondary non-tertiary education,Technicians and associate professionals,Native Born,Y20-64,M,THS_PER,Slovakia,2022,128.2,unknown,1.75
Upper secondary and post-secondary non-tertiary education,Clerical support workers,First Generation Immigrant,Y20-64,F,THS_PER,Austria,2022,18.7,unknown,3.35
Upper secondary and post-secondary non-tertiary education,Clerical support workers,First Generation Immigrant,Y20-64,F,THS_PER,Belgium,2022,20.4,unknown,3.65
Upper secondary and post-secondary non-tertiary education,Clerical support workers,First Generation Immigrant,Y20-64,F,THS_PER,Switzerland,2022,33.1,unknown,5.92
Upper secondary and post-secondary non-tertiary education,Clerical support workers,First Generation Immigrant,Y20-64,F,THS_PER,Cyprus,2022,3.6,unknown,0.64
Upper secondary and post-secondary non-tertiary education,Clerical support workers,First Generation Immigrant,Y20-64,F,THS_PER,Czechia,2022,7.2,unknown,1.29
Upper secondary and post-secondary non-tertiary education,Clerical support workers,First Generation Immigrant,Y20-64,F,THS_PER,Germany,2022,206.1,unknown,36.89
Upper secondary and post-secondary non-tertiary education,Clerical support workers,First Generation Immigrant,Y20-64,F,THS_PER,Denmark,2022,4.3,unknown,0.77
Upper secondary and post-secondary non-tertiary education,Clerical support workers,First Generation Immigrant,Y20-64,F,THS_PER,Greece,2022,4.6,unknown,0.82
Upper secondary and post-secondary non-tertiary education,Clerical support workers,First Generation Immigrant,Y20-64,F,THS_PER,Spain,2022,50.0,d,8.95
Upper secondary and post-secondary non-tertiary education,Clerical support workers,First Generation Immigrant,Y20-64,F,THS_PER,Finland,2022,2.9,u,0.52
Upper secondary and post-secondary non-tertiary education,Clerical support workers,First Generation Immigrant,Y20-64,F,THS_PER,France,2022,59.4,d,10.63
Upper secondary and post-secondary non-tertiary education,Clerical support workers,First Generation Immigrant,Y20-64,F,THS_PER,Croatia,2022,5.5,u,0.98
